Date,DAM_Daily_Profit,IDM_Daily_Profit,DC_Daily_Profit
2023-01-01,1856.66,2322.98,953.9
2023-01-02,982.6,1535.35,1096.0
2023-01-03,484.73,244.14,781.1
2023-01-04,1531.11,1984.62,1505.3
2023-01-05,994.48,459.41,607.4
2023-01-06,1032.45,818.23,2473.6
2023-01-07,889.02,1795.81,1048.3
2023-01-08,1709.96,1751.27,922.2
2023-01-09,1034.33,1492.82,839.0
2023-01-10,736.95,713.17,878.7
2023-01-11,1430.4,1865.85,1153.3
2023-01-12,1121.07,1697.79,3275.8
2023-01-13,1520.4,1713.68,1355.5
2023-01-14,1289.49,1291.42,2380.5
2023-01-15,2103.12,2182.63,2130.9
2023-01-16,714.96,467.44,2530.6
2023-01-17,488.41,736.8,1585.9
2023-01-18,411.86,461.7,1901.4
2023-01-19,518.43,679.3,1126.7
2023-01-20,462.01,655.41,1641.0
2023-01-21,256.38,603.77,644.5
2023-01-22,768.88,0.0,917.1
2023-01-23,981.81,1331.23,2016.0
2023-01-24,619.82,688.71,1672.0
2023-01-25,389.18,1065.46,1356.8
2023-01-26,385.86,487.98,682.2
2023-01-27,464.97,296.62,1330.2
2023-01-28,454.96,1581.49,462.7
2023-01-29,184.2,356.92,1024.3
2023-01-30,1431.83,771.81,1228.8
2023-01-31,664.96,853.67,1901.8
2023-02-01,824.19,1053.42,1180.2
2023-02-02,505.0,800.4,1577.0
2023-02-03,795.12,982.32,1073.0
2023-02-04,215.77,315.03,824.6
2023-02-05,727.01,1275.37,1610.9
2023-02-06,556.42,588.06,2091.2
2023-02-07,902.36,805.45,2841.6
2023-02-08,323.61,448.14,1059.2
2023-02-09,395.81,661.38,1725.8
2023-02-10,388.07,419.32,597.8
2023-02-11,343.38,953.15,659.2
2023-02-12,376.4,471.5,575.7
2023-02-13,462.88,531.51,756.8
2023-02-14,471.21,372.32,1846.1
2023-02-15,372.04,282.66,720.6
2023-02-16,300.45,324.04,621.8
2023-02-17,1000.14,842.05,985.0
2023-02-18,772.32,1081.74,633.6
2023-02-19,444.91,548.06,794.6
2023-02-20,774.98,859.6,690.9
2023-02-21,321.39,233.66,713.9
2023-02-22,242.4,391.34,1022.4
2023-02-23,300.25,373.41,746.9
2023-02-24,251.64,490.96,564.8
2023-02-25,325.69,504.69,1036.2
2023-02-26,407.02,472.01,791.0
2023-02-27,444.59,754.94,1276.2
2023-02-28,363.5,307.38,2237.8
2023-03-01,410.21,421.92,873.9
2023-03-02,413.93,527.48,651.2
2023-03-03,390.47,504.12,1962.6
2023-03-04,300.06,657.12,580.5
2023-03-05,441.91,690.32,536.3
2023-03-06,459.05,313.46,614.7
2023-03-07,630.13,3773.82,1152.3
2023-03-08,407.0,444.33,758.4
2023-03-09,268.31,425.3,685.4
2023-03-10,431.91,917.43,753.9
2023-03-11,276.08,268.24,607.4
2023-03-12,724.4,750.52,1150.7
2023-03-13,1264.99,1644.83,1012.5
2023-03-14,1189.35,522.65,1195.2
2023-03-15,371.45,443.19,767.0
2023-03-16,477.25,530.46,833.3
2023-03-17,361.57,410.42,1329.9
2023-03-18,287.41,352.29,618.2
2023-03-19,580.91,603.28,1448.0
2023-03-20,497.53,477.24,854.4
2023-03-21,358.43,483.8,1465.3
2023-03-22,756.3,828.51,1282.6
2023-03-23,810.29,1376.32,1049.6
2023-03-24,819.02,1069.74,1236.5
2023-03-25,1258.34,1715.01,892.5
2023-03-26,409.67,580.62,1789.4
2023-03-27,374.76,653.17,2472.6
2023-03-28,315.57,487.74,1418.9
2023-03-29,353.94,256.44,4220.5
2023-03-30,549.88,257.23,1644.8
2023-03-31,293.96,194.54,2023.7
2023-04-01,307.03,574.65,2047.4
2023-04-02,450.49,442.83,2009.3
2023-04-03,483.34,523.34,1644.5
2023-04-04,498.01,759.4,1779.2
2023-04-05,420.55,643.92,1777.9
2023-04-06,260.84,600.3,2082.2
2023-04-07,333.43,202.07,1406.1
2023-04-08,358.07,456.22,1317.1
2023-04-09,414.79,506.06,1502.7
2023-04-10,488.97,1187.41,1350.4
2023-04-11,914.85,1370.39,1267.5
2023-04-12,693.03,475.62,1399.7
2023-04-13,740.27,492.84,1456.0
2023-04-14,273.53,310.69,1794.9
2023-04-15,203.41,148.64,1603.2
2023-04-16,274.08,488.89,1586.2
2023-04-17,506.41,676.85,1621.1
2023-04-18,307.24,149.63,2022.4
2023-04-19,332.71,576.33,2437.4
2023-04-20,337.51,565.75,1980.2
2023-04-21,385.95,463.85,1478.7
2023-04-22,256.55,400.7,1468.5
2023-04-23,225.12,262.39,1043.2
2023-04-24,381.67,319.97,1021.4
2023-04-25,372.13,302.72,852.8
2023-04-26,406.13,490.63,1052.8
2023-04-27,260.48,315.6,1615.4
2023-04-28,235.12,464.99,1052.8
2023-04-29,286.27,187.48,983.0
2023-04-30,235.82,220.47,2022.1
2023-05-01,208.29,288.6,996.5
2023-05-02,349.92,336.83,992.6
2023-05-03,258.37,219.46,961.9
2023-05-04,386.66,530.37,1041.9
2023-05-05,259.39,317.39,957.8
2023-05-06,189.7,228.58,1363.2
2023-05-07,229.64,159.57,1067.8
2023-05-08,226.15,543.24,1049.6
2023-05-09,153.0,437.58,830.7
2023-05-10,300.25,389.16,857.6
2023-05-11,267.98,539.4,967.0
2023-05-12,212.11,196.11,1010.9
2023-05-13,254.05,342.37,732.2
2023-05-14,288.12,516.06,1070.1
2023-05-15,243.31,281.21,953.3
2023-05-16,279.55,317.33,974.7
2023-05-17,307.81,264.61,913.9
2023-05-18,274.54,221.28,995.5
2023-05-19,224.9,455.71,979.8
2023-05-20,251.19,323.69,885.8
2023-05-21,214.66,466.1,838.1
2023-05-22,263.54,316.39,860.8
2023-05-23,299.69,166.68,747.5
2023-05-24,277.61,285.97,905.0
2023-05-25,256.73,259.72,1039.0
2023-05-26,209.07,316.66,1299.8
2023-05-27,540.42,1161.83,1032.3
2023-05-28,607.37,676.85,1446.7
2023-05-29,635.09,1072.86,999.0
2023-05-30,278.47,573.82,1337.6
2023-05-31,248.43,292.27,1366.7
2023-06-01,299.75,341.36,1319.7
2023-06-02,300.09,325.9,801.6
2023-06-03,425.95,184.65,1112.6
2023-06-04,355.1,477.13,1027.5
2023-06-05,345.92,412.19,863.7
2023-06-06,317.12,201.53,747.2
2023-06-07,265.09,271.87,813.1
2023-06-08,218.27,273.58,1402.2
2023-06-09,261.63,321.85,1257.9
2023-06-10,591.34,986.82,1130.2
2023-06-11,320.67,291.24,1203.5
2023-06-12,240.49,428.51,1017.3
2023-06-13,260.65,403.01,1453.4
2023-06-14,297.99,481.76,1287.0
2023-06-15,395.08,510.49,3823.4
2023-06-16,395.26,275.05,734.1
2023-06-17,287.57,365.97,1025.6
2023-06-18,314.55,365.72,1033.0
2023-06-19,489.83,416.54,988.8
2023-06-20,511.08,434.36,827.2
2023-06-21,510.9,433.41,725.4
2023-06-22,452.36,64.47,1012.2
2023-06-23,375.84,257.22,1079.7
2023-06-24,429.25,503.18,1296.0
2023-06-25,884.02,973.14,1542.7
2023-06-26,327.32,272.24,953.3
2023-06-27,263.86,520.97,998.4
2023-06-28,346.75,549.23,1286.4
2023-06-29,354.81,209.66,1024.0
2023-06-30,196.69,185.24,1019.5
2023-07-01,740.43,941.83,2014.4
2023-07-02,1458.43,1536.48,3815.4
2023-07-03,685.82,1079.86,1989.8
2023-07-04,621.95,1143.38,6318.1
2023-07-05,348.29,417.67,1292.2
2023-07-06,322.04,291.92,2113.6
2023-07-07,354.92,399.67,1850.9
2023-07-08,557.89,624.69,2212.8
2023-07-09,363.92,303.14,1272.0
2023-07-10,403.3,207.56,1035.2
2023-07-11,400.26,261.07,1805.1
2023-07-12,360.93,373.27,3965.1
2023-07-13,404.22,289.52,1513.9
2023-07-14,131.26,121.47,998.7
2023-07-15,689.14,823.16,1835.5
2023-07-16,1261.82,1207.31,2789.8
2023-07-17,483.36,584.21,2307.2
2023-07-18,569.96,1121.36,1298.6
2023-07-19,422.49,198.42,1729.3
2023-07-20,418.69,369.03,793.0
2023-07-21,270.5,99.48,1420.8
2023-07-22,247.76,343.96,857.9
2023-07-23,793.71,1204.58,1654.4
2023-07-24,299.75,433.07,736.6
2023-07-25,295.12,205.74,1076.2
2023-07-26,277.63,145.4,947.2
2023-07-27,286.35,259.13,759.0
2023-07-28,242.36,225.39,680.0
2023-07-29,555.33,501.23,1257.6
2023-07-30,688.01,920.88,948.5
2023-07-31,423.16,637.41,1170.6
2023-08-01,425.87,519.06,785.3
2023-08-02,202.24,429.96,913.0
2023-08-03,408.4,510.87,644.2
2023-08-04,334.49,425.06,728.6
2023-08-05,202.07,240.38,577.0
2023-08-06,383.51,150.61,746.2
2023-08-07,344.78,547.59,1396.8
2023-08-08,314.43,604.59,502.1
2023-08-09,482.66,396.32,504.6
2023-08-10,302.66,449.31,770.2
2023-08-11,371.4,819.91,843.8
2023-08-12,607.58,820.95,1443.8
2023-08-13,481.01,533.57,1817.6
2023-08-14,302.84,263.5,820.8
2023-08-15,330.96,353.53,735.4
2023-08-16,338.65,214.87,667.2
2023-08-17,240.87,149.9,797.1
2023-08-18,221.53,349.94,678.7
2023-08-19,769.72,1198.27,1001.3
2023-08-20,414.85,430.45,654.7
2023-08-21,375.5,333.57,720.6
2023-08-22,489.06,500.37,941.8
2023-08-23,676.77,923.96,748.8
2023-08-24,887.54,1303.03,1239.4
2023-08-25,421.96,339.18,926.1
2023-08-26,342.92,157.5,826.2
2023-08-27,295.22,174.96,661.1
2023-08-28,365.97,453.24,800.0
2023-08-29,399.32,268.09,829.8
2023-08-30,401.8,259.64,713.3
2023-08-31,314.58,303.73,708.5
2023-09-01,262.99,223.97,661.1
2023-09-02,277.16,394.86,587.5
2023-09-03,548.46,584.5,1100.2
2023-09-04,372.18,337.09,1391.0
2023-09-05,400.44,418.37,717.8
2023-09-06,535.67,781.96,1156.8
2023-09-07,494.42,312.45,540.5
2023-09-08,675.31,945.01,725.4
2023-09-09,498.6,416.85,659.5
2023-09-10,392.5,279.35,593.9
2023-09-11,740.21,694.15,647.0
2023-09-12,576.93,471.94,980.8
2023-09-13,357.9,248.41,895.7
2023-09-14,534.43,443.48,914.2
2023-09-15,360.75,266.49,878.4
2023-09-16,260.61,430.08,635.2
2023-09-17,296.61,646.13,866.2
2023-09-18,626.78,509.48,1092.8
2023-09-19,860.17,843.18,2067.8
2023-09-20,1096.55,1201.36,1624.3
2023-09-21,616.49,1406.75,749.4
2023-09-22,406.86,435.4,1278.7
2023-09-23,367.73,287.96,717.1
2023-09-24,1016.14,1261.82,1423.7
2023-09-25,1129.52,2026.33,1563.2
2023-09-26,447.29,661.02,1455.0
2023-09-27,334.1,565.55,1299.8
2023-09-28,1134.41,1566.96,1287.0
2023-09-29,895.72,393.98,1836.8
2023-09-30,323.26,327.36,648.3
2023-10-01,782.19,624.74,628.2
2023-10-02,554.25,666.63,858.9
2023-10-03,910.43,1152.49,2133.8
2023-10-04,805.88,953.38,1496.6
2023-10-05,562.58,428.27,899.2
2023-10-06,849.89,1753.39,1946.9
2023-10-07,705.72,958.88,920.3
2023-10-08,382.3,416.42,675.8
2023-10-09,888.23,717.99,831.7
2023-10-10,334.37,293.17,1167.0
2023-10-11,1103.82,1418.77,1722.2
2023-10-12,824.03,566.57,1250.2
2023-10-13,495.05,509.52,2529.6
2023-10-14,1384.5,1389.05,2126.1
2023-10-15,1393.42,1928.38,1264.3
2023-10-16,1048.45,733.03,1466.6
2023-10-17,353.59,706.71,658.2
2023-10-18,1084.76,953.45,1186.9
2023-10-19,1146.09,1025.63,1168.6
2023-10-20,993.77,1098.04,1316.5
2023-10-21,1125.45,1021.21,861.8
2023-10-22,1060.3,357.57,1293.1
2023-10-23,340.13,373.55,750.1
2023-10-24,529.59,336.46,878.1
2023-10-25,447.34,209.77,1401.0
2023-10-26,348.05,210.47,457.3
2023-10-27,288.41,343.95,2006.7
2023-10-28,631.74,580.39,1063.7
2023-10-29,1376.47,1270.44,1713.3
2023-10-30,1204.82,1599.83,961.6
2023-10-31,476.88,372.83,847.4
2023-11-01,878.1,324.1,948.5
2023-11-02,959.23,915.0,1109.8
2023-11-03,816.81,1113.39,836.5
2023-11-04,279.32,292.83,666.9
2023-11-05,564.18,551.94,761.3
2023-11-06,421.92,778.01,731.8
2023-11-07,556.68,698.21,547.8
2023-11-08,525.02,439.87,724.5
2023-11-09,427.07,610.84,659.5
2023-11-10,267.14,539.23,663.4
2023-11-11,407.87,143.2,517.1
2023-11-12,336.29,0.0,488.6
2023-11-13,375.15,106.31,685.8
2023-11-14,710.61,797.31,696.0
2023-11-15,500.82,583.75,869.1
2023-11-16,1023.14,491.27,1389.4
2023-11-17,621.13,418.99,939.2
2023-11-18,203.72,533.29,449.6
2023-11-19,1122.14,1350.03,841.3
2023-11-20,475.81,501.23,557.8
2023-11-21,394.31,285.28,642.6
2023-11-22,153.2,368.3,547.2
2023-11-23,738.16,936.55,972.5
2023-11-24,1146.58,1366.34,997.8
2023-11-25,332.57,637.52,558.1
2023-11-26,407.74,333.39,517.4
2023-11-27,221.2,68.04,674.6
2023-11-28,404.55,506.57,807.0
2023-11-29,834.58,981.34,1166.4
2023-11-30,1105.15,694.33,1550.1
2023-12-01,1233.01,554.28,1246.1
2023-12-02,611.08,440.73,409.0
2023-12-03,474.78,105.51,350.1
2023-12-04,353.42,271.13,593.0
2023-12-05,395.81,455.58,525.1
2023-12-06,542.3,862.91,441.3
2023-12-07,243.61,237.78,501.8
2023-12-08,200.95,312.25,342.1
2023-12-09,357.73,264.04,406.4
2023-12-10,871.84,274.45,542.4
2023-12-11,686.19,625.31,470.4
2023-12-12,235.4,208.86,424.0
2023-12-13,200.71,194.19,593.3
2023-12-14,218.04,288.95,636.8
2023-12-15,171.15,119.29,356.2
2023-12-16,258.5,333.94,393.9
2023-12-17,591.2,555.47,571.5
2023-12-18,364.12,275.2,482.9
2023-12-19,234.83,347.54,427.5
2023-12-20,452.83,792.78,493.8
2023-12-21,743.56,669.85,561.3
2023-12-22,781.7,918.67,596.5
2023-12-23,544.68,647.29,516.5
2023-12-24,483.59,603.18,581.4
2023-12-25,792.1,1234.58,588.2
2023-12-26,967.28,1271.0,765.1
2023-12-27,310.75,372.64,468.2
2023-12-28,760.38,808.14,581.1
2023-12-29,799.55,1018.5,542.4
2023-12-30,400.62,412.87,480.3
2023-12-31,791.67,989.63,533.8
