config_id,power_mw,energy_mwh,scenario,dc_price_scale_factor,dam_mean,idm_mean,dc_mean,dam_std,idm_std,dc_std,corr_dam_idm,corr_dam_dc,corr_idm_dc,num_trading_days
9,30,60,down_25%,0.75,2536.9552,2652.9767,1795.2005,1827.6883,2277.5562,907.0484,0.67,0.721,0.4654,366
9,30,60,down_20%,0.8,2536.9552,2652.9767,1914.8814,1827.6883,2277.5562,967.5171,0.67,0.7211,0.4654,366
9,30,60,down_15%,0.85,2536.9552,2652.9767,2034.5623,1827.6883,2277.5562,1027.9889,0.67,0.721,0.4654,366
9,30,60,down_10%,0.9,2536.9552,2652.9767,2154.2372,1827.6883,2277.5562,1088.4557,0.67,0.721,0.4654,366
9,30,60,down_5%,0.95,2536.9552,2652.9767,2273.9224,1827.6883,2277.5562,1148.9277,0.67,0.7211,0.4654,366
9,30,60,up_5%,1.05,2536.9552,2652.9767,2513.2825,1827.6883,2277.5562,1269.8674,0.67,0.721,0.4654,366
9,30,60,up_10%,1.1,2536.9552,2652.9767,2632.9604,1827.6883,2277.5562,1330.3359,0.67,0.721,0.4654,366
9,30,60,up_15%,1.15,2536.9552,2652.9767,2752.6413,1827.6883,2277.5562,1390.8075,0.67,0.721,0.4654,366
9,30,60,up_25%,1.25,2536.9552,2652.9767,2992.0014,1827.6883,2277.5562,1511.7457,0.67,0.721,0.4654,366
9,30,60,up_20%,1.2,2536.9552,2652.9767,2872.3199,1827.6883,2277.5562,1451.2765,0.67,0.721,0.4654,366
9,30,60,up_30%,1.3,2536.9552,2652.9767,3111.6828,1827.6883,2277.5562,1572.215,0.67,0.721,0.4654,366
10,50,100,base_case,1.0,4228.259,4421.6281,3989.335,3046.1475,3795.9273,2015.661,0.67,0.721,0.4654,366
10,50,100,down_35%,0.65,4228.259,4421.6281,2593.0705,3046.1475,3795.9273,1310.1799,0.67,0.721,0.4654,366
10,50,100,down_40%,0.6,4228.259,4421.6281,2393.5984,3046.1475,3795.9273,1209.3963,0.67,0.721,0.4654,366
10,50,100,down_50%,0.5,4228.259,4421.6281,1994.6675,3046.1475,3795.9273,1007.8305,0.67,0.721,0.4654,366
10,50,100,down_45%,0.55,4228.259,4421.6281,2194.1344,3046.1475,3795.9273,1108.6126,0.67,0.721,0.4654,366
10,50,100,down_55%,0.45,4228.259,4421.6281,1795.2005,3046.1475,3795.9273,907.0484,0.67,0.721,0.4654,366
10,50,100,down_60%,0.4,4228.259,4421.6281,1595.7369,3046.1475,3795.9273,806.2646,0.67,0.721,0.4654,366
10,50,100,down_65%,0.35,4228.259,4421.6281,1396.2648,3046.1475,3795.9273,705.481,0.67,0.721,0.4654,366
10,50,100,down_70%,0.3,4228.259,4421.6281,1196.8008,3046.1475,3795.9273,604.6973,0.67,0.721,0.4654,366
10,50,100,down_75%,0.25,4228.259,4421.6281,997.3339,3046.1475,3795.9273,503.9152,0.67,0.721,0.4654,366
10,50,100,down_80%,0.2,4228.259,4421.6281,797.8669,3046.1475,3795.9273,403.1331,0.67,0.721,0.4654,366
10,50,100,down_30%,0.7,4228.259,4421.6281,2792.5344,3046.1475,3795.9273,1410.9636,0.67,0.721,0.4654,366
10,50,100,down_25%,0.75,4228.259,4421.6281,2992.0014,3046.1475,3795.9273,1511.7457,0.67,0.721,0.4654,366
10,50,100,down_20%,0.8,4228.259,4421.6281,3191.4683,3046.1475,3795.9273,1612.5278,0.67,0.721,0.4654,366
10,50,100,down_15%,0.85,4228.259,4421.6281,3390.9322,3046.1475,3795.9273,1713.3115,0.67,0.721,0.4654,366
10,50,100,down_10%,0.9,4228.259,4421.6281,3590.4041,3046.1475,3795.9273,1814.0952,0.67,0.721,0.4654,366
10,50,100,down_5%,0.95,4228.259,4421.6281,3789.868,3046.1475,3795.9273,1914.8789,0.67,0.721,0.4654,366
10,50,100,up_5%,1.05,4228.259,4421.6281,4188.8019,3046.1475,3795.9273,2116.4431,0.67,0.721,0.4654,366
10,50,100,up_10%,1.1,4228.259,4421.6281,4388.2658,3046.1475,3795.9273,2217.2268,0.67,0.721,0.4654,366
10,50,100,up_15%,1.15,4228.259,4421.6281,4587.738,3046.1475,3795.9273,2318.0104,0.67,0.721,0.4654,366
10,50,100,up_25%,1.25,4228.259,4421.6281,4986.6689,3046.1475,3795.9273,2519.5762,0.67,0.721,0.4654,366
10,50,100,up_20%,1.2,4228.259,4421.6281,4787.2019,3046.1475,3795.9273,2418.7941,0.67,0.721,0.4654,366
10,50,100,up_30%,1.3,4228.259,4421.6281,5186.1358,3046.1475,3795.9273,2620.3584,0.67,0.721,0.4654,366
11,100,200,base_case,1.0,8456.518,8843.2554,7978.6702,6092.2949,7591.8543,4031.322,0.67,0.721,0.4654,366
11,100,200,down_35%,0.65,8456.518,8843.2554,5186.1358,6092.2949,7591.8543,2620.3584,0.67,0.721,0.4654,366
11,100,200,down_40%,0.6,8456.518,8843.2554,4787.2019,6092.2949,7591.8543,2418.7941,0.67,0.721,0.4654,366
11,100,200,down_50%,0.5,8456.518,8843.2554,3989.335,6092.2949,7591.8543,2015.661,0.67,0.721,0.4654,366
11,100,200,down_45%,0.55,8456.518,8843.2554,4388.2658,6092.2949,7591.8543,2217.2268,0.67,0.721,0.4654,366
11,100,200,down_55%,0.45,8456.518,8843.2554,3590.4041,6092.2949,7591.8543,1814.0952,0.67,0.721,0.4654,366
11,100,200,down_60%,0.4,8456.518,8843.2554,3191.4683,6092.2949,7591.8543,1612.5278,0.67,0.721,0.4654,366
11,100,200,down_65%,0.35,8456.518,8843.2554,2792.5344,6092.2949,7591.8543,1410.9636,0.67,0.721,0.4654,366
11,100,200,down_70%,0.3,8456.518,8843.2554,2393.5984,6092.2949,7591.8543,1209.3963,0.67,0.721,0.4654,366
11,100,200,down_75%,0.25,8456.518,8843.2554,1994.6675,6092.2949,7591.8543,1007.8305,0.67,0.721,0.4654,366
11,100,200,down_80%,0.2,8456.518,8843.2554,1595.7369,6092.2949,7591.8543,806.2646,0.67,0.721,0.4654,366
11,100,200,down_30%,0.7,8456.518,8843.2554,5585.0716,6092.2949,7591.8543,2821.9257,0.67,0.721,0.4654,366
11,100,200,down_25%,0.75,8456.518,8843.2554,5984.0025,6092.2949,7591.8543,3023.4915,0.67,0.721,0.4654,366
11,100,200,down_20%,0.8,8456.518,8843.2554,6382.9333,6092.2949,7591.8543,3225.0573,0.67,0.721,0.4654,366
11,100,200,down_15%,0.85,8456.518,8843.2554,6781.8694,6092.2949,7591.8543,3426.6246,0.67,0.721,0.4654,366
11,100,200,down_10%,0.9,8456.518,8843.2554,7180.8033,6092.2949,7591.8543,3628.1889,0.67,0.721,0.4654,366
11,100,200,down_5%,0.95,8456.518,8843.2554,7579.7393,6092.2949,7591.8543,3829.7562,0.67,0.721,0.4654,366
11,100,200,up_5%,1.05,8456.518,8843.2554,8377.6011,6092.2949,7591.8543,4232.8878,0.67,0.721,0.4654,366
11,100,200,up_10%,1.1,8456.518,8843.2554,8776.5369,6092.2949,7591.8543,4434.4551,0.67,0.721,0.4654,366
11,100,200,up_15%,1.15,8456.518,8843.2554,9175.4708,6092.2949,7591.8543,4636.0194,0.67,0.721,0.4654,366
11,100,200,up_25%,1.25,8456.518,8843.2554,9973.3377,6092.2949,7591.8543,5039.1525,0.67,0.721,0.4654,366
11,100,200,up_20%,1.2,8456.518,8843.2554,9574.4068,6092.2949,7591.8543,4837.5867,0.67,0.721,0.4654,366
11,100,200,up_30%,1.3,8456.518,8843.2554,10372.2683,6092.2949,7591.8543,5240.7184,0.67,0.721,0.4654,366
12,200,400,base_case,1.0,16913.0361,17686.5111,15957.3402,12184.5892,15183.7086,8062.644,0.67,0.721,0.4654,366
12,200,400,down_35%,0.65,16913.0361,17686.5111,10372.2683,12184.5892,15183.7086,5240.7184,0.67,0.721,0.4654,366
12,200,400,down_40%,0.6,16913.0361,17686.5111,9574.4068,12184.5892,15183.7086,4837.5867,0.67,0.721,0.4654,366
12,200,400,down_50%,0.5,16913.0361,17686.5111,7978.6702,12184.5892,15183.7086,4031.322,0.67,0.721,0.4654,366
12,200,400,down_45%,0.55,16913.0361,17686.5111,8776.5369,12184.5892,15183.7086,4434.4551,0.67,0.721,0.4654,366
12,200,400,down_55%,0.45,16913.0361,17686.5111,7180.8033,12184.5892,15183.7086,3628.1889,0.67,0.721,0.4654,366
12,200,400,down_60%,0.4,16913.0361,17686.5111,6382.9333,12184.5892,15183.7086,3225.0573,0.67,0.721,0.4654,366
12,200,400,down_65%,0.35,16913.0361,17686.5111,5585.0716,12184.5892,15183.7086,2821.9257,0.67,0.721,0.4654,366
12,200,400,down_70%,0.3,16913.0361,17686.5111,4787.2019,12184.5892,15183.7086,2418.7941,0.67,0.721,0.4654,366
12,200,400,down_75%,0.25,16913.0361,17686.5111,3989.335,12184.5892,15183.7086,2015.661,0.67,0.721,0.4654,366
12,200,400,down_80%,0.2,16913.0361,17686.5111,3191.4683,12184.5892,15183.7086,1612.5278,0.67,0.721,0.4654,366
12,200,400,down_30%,0.7,16913.0361,17686.5111,11170.1383,12184.5892,15183.7086,5643.8499,0.67,0.721,0.4654,366
12,200,400,down_25%,0.75,16913.0361,17686.5111,11968.0052,12184.5892,15183.7086,6046.983,0.67,0.721,0.4654,366
12,200,400,down_20%,0.8,16913.0361,17686.5111,12765.8719,12184.5892,15183.7086,6450.1161,0.67,0.721,0.4654,366
12,200,400,down_15%,0.85,16913.0361,17686.5111,13563.7418,12184.5892,15183.7086,6853.2477,0.67,0.721,0.4654,366
12,200,400,down_10%,0.9,16913.0361,17686.5111,14361.6036,12184.5892,15183.7086,7256.3793,0.67,0.721,0.4654,366
12,200,400,down_5%,0.95,16913.0361,17686.5111,15159.4735,12184.5892,15183.7086,7659.5108,0.67,0.721,0.4654,366
12,200,400,up_5%,1.05,16913.0361,17686.5111,16755.2071,12184.5892,15183.7086,8465.7771,0.67,0.721,0.4654,366
12,200,400,up_10%,1.1,16913.0361,17686.5111,17553.0768,12184.5892,15183.7086,8868.9087,0.67,0.721,0.4654,366
12,200,400,up_15%,1.15,16913.0361,17686.5111,18350.9385,12184.5892,15183.7086,9272.0403,0.67,0.721,0.4654,366
12,200,400,up_25%,1.25,16913.0361,17686.5111,19946.6751,12184.5892,15183.7086,10078.305,0.67,0.721,0.4654,366
12,200,400,up_20%,1.2,16913.0361,17686.5111,19148.8085,12184.5892,15183.7086,9675.1718,0.67,0.721,0.4654,366
12,200,400,up_30%,1.3,16913.0361,17686.5111,20744.5421,12184.5892,15183.7086,10481.4381,0.67,0.721,0.4654,366
13,300,600,base_case,1.0,25369.5539,26529.7669,23936.0101,18276.8841,22775.563,12093.966,0.67,0.721,0.4654,366
13,300,600,down_35%,0.65,25369.5539,26529.7669,15558.4096,18276.8841,22775.563,7861.0781,0.67,0.721,0.4654,366
13,300,600,down_40%,0.6,25369.5539,26529.7669,14361.6036,18276.8841,22775.563,7256.3793,0.67,0.721,0.4654,366
13,300,600,down_50%,0.5,25369.5539,26529.7669,11968.0052,18276.8841,22775.563,6046.983,0.67,0.721,0.4654,366
13,300,600,down_45%,0.55,25369.5539,26529.7669,13164.8057,18276.8841,22775.563,6651.6804,0.67,0.721,0.4654,366
13,300,600,down_55%,0.45,25369.5539,26529.7669,10771.2044,18276.8841,22775.563,5442.2856,0.67,0.721,0.4654,366
13,300,600,down_60%,0.4,25369.5539,26529.7669,9574.4068,18276.8841,22775.563,4837.5867,0.67,0.721,0.4654,366
13,300,600,down_65%,0.35,25369.5539,26529.7669,8377.6011,18276.8841,22775.563,4232.8878,0.67,0.721,0.4654,366
13,300,600,down_70%,0.3,25369.5539,26529.7669,7180.8033,18276.8841,22775.563,3628.1889,0.67,0.721,0.4654,366
13,300,600,down_75%,0.25,25369.5539,26529.7669,5984.0025,18276.8841,22775.563,3023.4915,0.67,0.721,0.4654,366
13,300,600,down_80%,0.2,25369.5539,26529.7669,4787.2019,18276.8841,22775.563,2418.7941,0.67,0.721,0.4654,366
13,300,600,down_30%,0.7,25369.5539,26529.7669,16755.2071,18276.8841,22775.563,8465.7771,0.67,0.721,0.4654,366
13,300,600,down_25%,0.75,25369.5539,26529.7669,17952.0077,18276.8841,22775.563,9070.4745,0.67,0.721,0.4654,366
13,300,600,down_20%,0.8,25369.5539,26529.7669,19148.8085,18276.8841,22775.563,9675.1718,0.67,0.721,0.4654,366
13,300,600,down_15%,0.85,25369.5539,26529.7669,20345.606,18276.8841,22775.563,10279.8708,0.67,0.721,0.4654,366
13,300,600,down_10%,0.9,25369.5539,26529.7669,21542.412,18276.8841,22775.563,10884.5696,0.67,0.721,0.4654,366
13,300,600,down_5%,0.95,25369.5539,26529.7669,22739.2096,18276.8841,22775.563,11489.2686,0.67,0.721,0.4654,366
13,300,600,up_5%,1.05,25369.5539,26529.7669,25132.8109,18276.8841,22775.563,12698.6634,0.67,0.721,0.4654,366
13,300,600,up_10%,1.1,25369.5539,26529.7669,26329.6085,18276.8841,22775.563,13303.3623,0.67,0.721,0.4654,366
13,300,600,up_15%,1.15,25369.5539,26529.7669,27526.4145,18276.8841,22775.563,13908.0612,0.67,0.721,0.4654,366
13,300,600,up_25%,1.25,25369.5539,26529.7669,29920.0128,18276.8841,22775.563,15117.4575,0.67,0.721,0.4654,366
13,300,600,up_20%,1.2,25369.5539,26529.7669,28723.2123,18276.8841,22775.563,14512.7601,0.67,0.721,0.4654,366
13,300,600,up_30%,1.3,25369.5539,26529.7669,31116.8134,18276.8841,22775.563,15722.1549,0.67,0.721,0.4654,366
14,400,800,base_case,1.0,33826.0719,35373.0224,31914.6803,24369.1782,30367.417,16125.288,0.67,0.721,0.4654,366
14,400,800,down_35%,0.65,33826.0719,35373.0224,20744.5421,24369.1782,30367.417,10481.4381,0.67,0.721,0.4654,366
14,400,800,down_40%,0.6,33826.0719,35373.0224,19148.8085,24369.1782,30367.417,9675.1718,0.67,0.721,0.4654,366
14,400,800,down_50%,0.5,33826.0719,35373.0224,15957.3402,24369.1782,30367.417,8062.644,0.67,0.721,0.4654,366
14,400,800,down_45%,0.55,33826.0719,35373.0224,17553.0768,24369.1782,30367.417,8868.9087,0.67,0.721,0.4654,366
14,400,800,down_55%,0.45,33826.0719,35373.0224,14361.6036,24369.1782,30367.417,7256.3793,0.67,0.721,0.4654,366
14,400,800,down_60%,0.4,33826.0719,35373.0224,12765.8719,24369.1782,30367.417,6450.1161,0.67,0.721,0.4654,366
14,400,800,down_65%,0.35,33826.0719,35373.0224,11170.1383,24369.1782,30367.417,5643.8499,0.67,0.721,0.4654,366
14,400,800,down_70%,0.3,33826.0719,35373.0224,9574.4068,24369.1782,30367.417,4837.5867,0.67,0.721,0.4654,366
14,400,800,down_75%,0.25,33826.0719,35373.0224,7978.6702,24369.1782,30367.417,4031.322,0.67,0.721,0.4654,366
14,400,800,down_80%,0.2,33826.0719,35373.0224,6382.9333,24369.1782,30367.417,3225.0573,0.67,0.721,0.4654,366
14,400,800,down_30%,0.7,33826.0719,35373.0224,22340.2738,24369.1782,30367.417,11287.7013,0.67,0.721,0.4654,366
14,400,800,down_25%,0.75,33826.0719,35373.0224,23936.0101,24369.1782,30367.417,12093.966,0.67,0.721,0.4654,366
14,400,800,down_20%,0.8,33826.0719,35373.0224,25531.747,24369.1782,30367.417,12900.2307,0.67,0.721,0.4654,366
14,400,800,down_15%,0.85,33826.0719,35373.0224,27127.4784,24369.1782,30367.417,13706.4939,0.67,0.721,0.4654,366
14,400,800,down_10%,0.9,33826.0719,35373.0224,28723.2123,24369.1782,30367.417,14512.7601,0.67,0.721,0.4654,366
14,400,800,down_5%,0.95,33826.0719,35373.0224,30318.9437,24369.1782,30367.417,15319.0233,0.67,0.721,0.4654,366
14,400,800,up_5%,1.05,33826.0719,35373.0224,33510.4169,24369.1782,30367.417,16931.5527,0.67,0.721,0.4654,366
14,400,800,up_10%,1.1,33826.0719,35373.0224,35106.1486,24369.1782,30367.417,17737.8158,0.67,0.721,0.4654,366
14,400,800,up_15%,1.15,33826.0719,35373.0224,36701.8822,24369.1782,30367.417,18544.0821,0.67,0.721,0.4654,366
14,400,800,up_25%,1.25,33826.0719,35373.0224,39893.3505,24369.1782,30367.417,20156.6099,0.67,0.721,0.4654,366
14,400,800,up_20%,1.2,33826.0719,35373.0224,38297.6137,24369.1782,30367.417,19350.3453,0.67,0.721,0.4654,366
14,400,800,up_30%,1.3,33826.0719,35373.0224,41489.0872,24369.1782,30367.417,20962.8746,0.67,0.721,0.4654,366
15,5,15,base_case,1.0,594.1502,615.8498,398.9309,440.7504,521.894,201.5658,0.7017,0.715,0.4846,366
15,5,15,down_35%,0.65,594.1502,615.8498,259.3071,440.7504,521.894,131.0193,0.7017,0.715,0.4846,366
15,5,15,down_40%,0.6,594.1502,615.8498,239.3598,440.7504,521.894,120.9383,0.7017,0.715,0.4846,366
15,5,15,down_50%,0.5,594.1502,615.8498,199.4669,440.7504,521.894,100.7821,0.7017,0.715,0.4846,366
15,5,15,down_45%,0.55,594.1502,615.8498,219.412,440.7504,521.894,110.8604,0.7017,0.715,0.4846,366
15,5,15,down_55%,0.45,594.1502,615.8498,179.5205,440.7504,521.894,90.7066,0.7017,0.715,0.4846,366
15,5,15,down_60%,0.4,594.1502,615.8498,159.5697,440.7504,521.894,80.6252,0.7017,0.715,0.4847,366
15,5,15,down_65%,0.35,594.1502,615.8498,139.626,440.7504,521.894,70.5477,0.7017,0.715,0.4846,366
15,5,15,down_70%,0.3,594.1502,615.8498,119.6814,440.7504,521.894,60.4692,0.7017,0.715,0.4847,366
15,5,15,down_75%,0.25,594.1502,615.8498,99.7361,440.7504,521.894,50.3918,0.7017,0.715,0.4846,366
15,5,15,down_80%,0.2,594.1502,615.8498,79.7861,440.7504,521.894,40.3134,0.7017,0.7149,0.4846,366
15,5,15,down_30%,0.7,594.1502,615.8498,279.2549,440.7504,521.894,141.0972,0.7017,0.715,0.4846,366
15,5,15,down_25%,0.75,594.1502,615.8498,299.2,440.7504,521.894,151.1755,0.7017,0.715,0.4846,366
15,5,15,down_20%,0.8,594.1502,615.8498,319.1464,440.7504,521.894,161.2511,0.7017,0.715,0.4846,366
15,5,15,down_15%,0.85,594.1502,615.8498,339.0973,440.7504,521.894,171.3324,0.7017,0.715,0.4846,366
15,5,15,down_10%,0.9,594.1502,615.8498,359.041,440.7504,521.894,181.4099,0.7017,0.715,0.4846,366
15,5,15,down_5%,0.95,594.1502,615.8498,378.9852,440.7504,521.894,191.4885,0.7017,0.715,0.4846,366
15,5,15,up_5%,1.05,594.1502,615.8498,418.8809,440.7504,521.894,211.6442,0.7017,0.715,0.4846,366
15,5,15,up_10%,1.1,594.1502,615.8498,438.8262,440.7504,521.894,221.722,0.7017,0.715,0.4847,366
15,5,15,up_15%,1.15,594.1502,615.8498,458.7721,440.7504,521.894,231.7992,0.7017,0.715,0.4846,366
15,5,15,up_25%,1.25,594.1502,615.8498,498.6669,440.7504,521.894,251.9576,0.7017,0.715,0.4846,366
15,5,15,up_20%,1.2,594.1502,615.8498,478.7186,440.7504,521.894,241.8784,0.7017,0.715,0.4847,366
15,5,15,up_30%,1.3,594.1502,615.8498,518.615,440.7504,521.894,262.0369,0.7017,0.715,0.4846,366
16,10,30,base_case,1.0,1188.3009,1231.6995,797.8669,881.5005,1043.7878,403.1331,0.7017,0.715,0.4846,366
16,10,30,down_35%,0.65,1188.3009,1231.6995,518.615,881.5005,1043.7878,262.0369,0.7017,0.715,0.4846,366
16,10,30,down_40%,0.6,1188.3009,1231.6995,478.7186,881.5005,1043.7878,241.8784,0.7017,0.715,0.4847,366
16,10,30,down_50%,0.5,1188.3009,1231.6995,398.9309,881.5005,1043.7878,201.5658,0.7017,0.715,0.4846,366
16,10,30,down_45%,0.55,1188.3009,1231.6995,438.8262,881.5005,1043.7878,221.722,0.7017,0.715,0.4847,366
16,10,30,down_55%,0.45,1188.3009,1231.6995,359.041,881.5005,1043.7878,181.4099,0.7017,0.715,0.4846,366
16,10,30,down_60%,0.4,1188.3009,1231.6995,319.1464,881.5005,1043.7878,161.2511,0.7017,0.715,0.4846,366
16,10,30,down_65%,0.35,1188.3009,1231.6995,279.2549,881.5005,1043.7878,141.0972,0.7017,0.715,0.4846,366
16,10,30,down_70%,0.3,1188.3009,1231.6995,239.3598,881.5005,1043.7878,120.9383,0.7017,0.715,0.4846,366
16,10,30,down_75%,0.25,1188.3009,1231.6995,199.4669,881.5005,1043.7878,100.7821,0.7017,0.715,0.4846,366
16,10,30,down_80%,0.2,1188.3009,1231.6995,159.5697,881.5005,1043.7878,80.6252,0.7017,0.715,0.4847,366
16,10,30,down_30%,0.7,1188.3009,1231.6995,558.5077,881.5005,1043.7878,282.1933,0.7017,0.715,0.4846,366
16,10,30,down_25%,0.75,1188.3009,1231.6995,598.403,881.5005,1043.7878,302.3494,0.7017,0.715,0.4846,366
16,10,30,down_20%,0.8,1188.3009,1231.6995,638.2929,881.5005,1043.7878,322.5053,0.7017,0.715,0.4846,366
16,10,30,down_15%,0.85,1188.3009,1231.6995,678.1872,881.5005,1043.7878,342.6642,0.7017,0.715,0.4846,366
16,10,30,down_10%,0.9,1188.3009,1231.6995,718.0787,881.5005,1043.7878,362.8181,0.7017,0.715,0.4846,366
16,10,30,down_5%,0.95,1188.3009,1231.6995,757.974,881.5005,1043.7878,382.977,0.7017,0.715,0.4846,366
16,10,30,up_5%,1.05,1188.3009,1231.6995,837.7642,881.5005,1043.7878,423.29,0.7017,0.715,0.4846,366
16,10,30,up_10%,1.1,1188.3009,1231.6995,877.6522,881.5005,1043.7878,443.4461,0.7017,0.715,0.4846,366
16,10,30,up_15%,1.15,1188.3009,1231.6995,917.5475,881.5005,1043.7878,463.6019,0.7017,0.715,0.4846,366
16,10,30,up_25%,1.25,1188.3009,1231.6995,997.3339,881.5005,1043.7878,503.9152,0.7017,0.715,0.4846,366
16,10,30,up_20%,1.2,1188.3009,1231.6995,957.4391,881.5005,1043.7878,483.7568,0.7017,0.715,0.4846,366
16,10,30,up_30%,1.3,1188.3009,1231.6995,1037.2287,881.5005,1043.7878,524.0736,0.7017,0.715,0.4846,366
17,15,60,base_case,1.0,2190.687,2271.527,1196.8008,1685.7141,1932.7607,604.6973,0.7355,0.7078,0.5017,366
17,15,60,down_35%,0.65,2190.687,2271.527,777.9216,1685.7141,1932.7607,393.0549,0.7355,0.7078,0.5017,366
17,15,60,down_40%,0.6,2190.687,2271.527,718.0787,1685.7141,1932.7607,362.8181,0.7355,0.7078,0.5017,366
17,15,60,down_50%,0.5,2190.687,2271.527,598.403,1685.7141,1932.7607,302.3494,0.7355,0.7078,0.5017,366
17,15,60,down_45%,0.55,2190.687,2271.527,658.2366,1685.7141,1932.7607,332.5828,0.7355,0.7078,0.5017,366
17,15,60,down_55%,0.45,2190.687,2271.527,538.5617,1685.7141,1932.7607,272.116,0.7355,0.7078,0.5017,366
17,15,60,down_60%,0.4,2190.687,2271.527,478.7186,1685.7141,1932.7607,241.8784,0.7355,0.7078,0.5017,366
17,15,60,down_65%,0.35,2190.687,2271.527,418.8809,1685.7141,1932.7607,211.6442,0.7355,0.7078,0.5017,366
17,15,60,down_70%,0.3,2190.687,2271.527,359.041,1685.7141,1932.7607,181.4099,0.7355,0.7078,0.5017,366
17,15,60,down_75%,0.25,2190.687,2271.527,299.2,1685.7141,1932.7607,151.1755,0.7355,0.7078,0.5017,366
17,15,60,down_80%,0.2,2190.687,2271.527,239.3598,1685.7141,1932.7607,120.9383,0.7355,0.7078,0.5017,366
17,15,60,down_30%,0.7,2190.687,2271.527,837.7642,1685.7141,1932.7607,423.29,0.7355,0.7078,0.5017,366
17,15,60,down_25%,0.75,2190.687,2271.527,897.5978,1685.7141,1932.7607,453.5234,0.7355,0.7078,0.5017,366
17,15,60,down_20%,0.8,2190.687,2271.527,957.4391,1685.7141,1932.7607,483.7568,0.7355,0.7078,0.5017,366
17,15,60,down_15%,0.85,2190.687,2271.527,1017.2817,1685.7141,1932.7607,513.9946,0.7355,0.7078,0.5017,366
17,15,60,down_10%,0.9,2190.687,2271.527,1077.1197,1685.7141,1932.7607,544.2287,0.7355,0.7078,0.5017,366
17,15,60,down_5%,0.95,2190.687,2271.527,1136.9596,1685.7141,1932.7607,574.463,0.7355,0.7078,0.5017,366
17,15,60,up_5%,1.05,2190.687,2271.527,1256.641,1685.7141,1932.7607,634.9346,0.7355,0.7078,0.5017,366
17,15,60,up_10%,1.1,2190.687,2271.527,1316.4801,1685.7141,1932.7607,665.1664,0.7355,0.7078,0.5017,366
17,15,60,up_15%,1.15,2190.687,2271.527,1376.3191,1685.7141,1932.7607,695.4037,0.7355,0.7078,0.5017,366
17,15,60,up_25%,1.25,2190.687,2271.527,1496.0008,1685.7141,1932.7607,755.8728,0.7355,0.7078,0.5017,366
17,15,60,up_20%,1.2,2190.687,2271.527,1436.1598,1685.7141,1932.7607,725.6372,0.7355,0.7078,0.5017,366
17,15,60,up_30%,1.3,2190.687,2271.527,1555.8415,1685.7141,1932.7607,786.1085,0.7355,0.7078,0.5017,366
