registeredAuctionParticipant,auctionUnit,serviceType,auctionProduct,Delivery capacity (MW),clearingPrice,deliveryStart,deliveryEnd,Delivery date,EFA block of the day 
CONRAD ENERGY (TRADING) LIMITED,MDSM-1,Response,DCH,5,1.47,2025-03-16T07:00:00,2025-03-16T11:00:00,,
CONRAD ENERGY (TRADING) LIMITED,MDSM-1,Response,DCL,5,2.55,2025-03-16T11:00:00,2025-03-16T15:00:00,,
CONRAD ENERGY (TRADING) LIMITED,MDSM-1,Response,DCL,5,2.73,2025-03-15T23:00:00,2025-03-16T03:00:00,,
CONRAD ENERGY (TRADING) LIMITED,MDSM-1,Response,DCH,5,1.57,2025-03-16T11:00:00,2025-03-16T15:00:00,,
CONRAD ENERGY (TRADING) LIMITED,MDSM-1,Response,DCH,5,1.36,2025-03-15T23:00:00,2025-03-16T03:00:00,,
CONRAD ENERGY (TRADING) LIMITED,MDSM-1,Response,DCH,5,5.78,2025-03-22T03:00:00,2025-03-22T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,MDSM-1,Response,DCL,5,3.17,2025-03-22T11:00:00,2025-03-22T15:00:00,,
CONRAD ENERGY (TRADING) LIMITED,MDSM-1,Response,DCH,5,1.48,2025-03-21T23:00:00,2025-03-22T03:00:00,,
CONRAD ENERGY (TRADING) LIMITED,MDSM-1,Response,DCL,5,4.91,2025-03-22T07:00:00,2025-03-22T11:00:00,,
CONRAD ENERGY (TRADING) LIMITED,MDSM-1,Response,DCL,5,3.31,2025-03-22T03:00:00,2025-03-22T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,MDSM-1,Response,DCL,5,7.69,2025-03-21T23:00:00,2025-03-22T03:00:00,,
CONRAD ENERGY (TRADING) LIMITED,MDSM-1,Response,DCH,5,0.98,2025-03-22T19:00:00,2025-03-22T23:00:00,,
CONRAD ENERGY (TRADING) LIMITED,MDSM-1,Response,DCH,5,3.18,2025-03-22T15:00:00,2025-03-22T19:00:00,,
CONRAD ENERGY (TRADING) LIMITED,MDSM-1,Response,DCH,5,3.69,2025-03-22T11:00:00,2025-03-22T15:00:00,,
CONRAD ENERGY (TRADING) LIMITED,MDSM-1,Response,DCL,5,4.6,2025-03-22T19:00:00,2025-03-22T23:00:00,,
CONRAD ENERGY (TRADING) LIMITED,MDSM-1,Response,DCH,5,3.71,2025-03-22T07:00:00,2025-03-22T11:00:00,,
CONRAD ENERGY (TRADING) LIMITED,MDSM-1,Response,DCL,5,6.33,2025-03-22T15:00:00,2025-03-22T19:00:00,,
CONRAD ENERGY (TRADING) LIMITED,MDSM-1,Response,DCH,5,0.98,2025-03-23T15:00:00,2025-03-23T19:00:00,,
CONRAD ENERGY (TRADING) LIMITED,MDSM-1,Response,DCH,5,0.97,2025-03-23T11:00:00,2025-03-23T15:00:00,,
CONRAD ENERGY (TRADING) LIMITED,MDSM-1,Response,DCL,5,3.54,2025-03-23T19:00:00,2025-03-23T23:00:00,,
CONRAD ENERGY (TRADING) LIMITED,MDSM-1,Response,DCH,5,4.69,2025-03-23T07:00:00,2025-03-23T11:00:00,,
CONRAD ENERGY (TRADING) LIMITED,MDSM-1,Response,DCL,5,8.2,2025-03-23T15:00:00,2025-03-23T19:00:00,,
CONRAD ENERGY (TRADING) LIMITED,MDSM-1,Response,DCH,5,4.92,2025-03-23T03:00:00,2025-03-23T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,MDSM-1,Response,DCL,5,4.69,2025-03-23T11:00:00,2025-03-23T15:00:00,,
CONRAD ENERGY (TRADING) LIMITED,MDSM-1,Response,DCH,5,3,2025-03-22T23:00:00,2025-03-23T03:00:00,,
CONRAD ENERGY (TRADING) LIMITED,MDSM-1,Response,DCL,5,3.71,2025-03-23T07:00:00,2025-03-23T11:00:00,,
CONRAD ENERGY (TRADING) LIMITED,MDSM-1,Response,DCL,5,3.82,2025-03-23T03:00:00,2025-03-23T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,MDSM-1,Response,DCL,5,2.98,2025-03-22T23:00:00,2025-03-23T03:00:00,,
CONRAD ENERGY (TRADING) LIMITED,MDSM-1,Response,DCH,5,0.89,2025-03-23T19:00:00,2025-03-23T23:00:00,,
CONRAD ENERGY (TRADING) LIMITED,MDSM-1,Response,DCL,5,2.36,2025-03-29T03:00:00,2025-03-29T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,MDSM-1,Response,DCL,5,4.68,2025-03-28T23:00:00,2025-03-29T03:00:00,,
CONRAD ENERGY (TRADING) LIMITED,MDSM-1,Response,DCL,5,6.23,2025-03-29T19:00:00,2025-03-29T23:00:00,,
CONRAD ENERGY (TRADING) LIMITED,MDSM-1,Response,DCH,5,6.14,2025-03-29T15:00:00,2025-03-29T19:00:00,,
CONRAD ENERGY (TRADING) LIMITED,MDSM-1,Response,DCH,5,5.69,2025-03-29T11:00:00,2025-03-29T15:00:00,,
CONRAD ENERGY (TRADING) LIMITED,MDSM-1,Response,DCH,5,1.6,2025-03-29T07:00:00,2025-03-29T11:00:00,,
CONRAD ENERGY (TRADING) LIMITED,MDSM-1,Response,DCL,5,8.69,2025-03-29T15:00:00,2025-03-29T19:00:00,,
CONRAD ENERGY (TRADING) LIMITED,MDSM-1,Response,DCH,5,3.94,2025-03-29T03:00:00,2025-03-29T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,MDSM-1,Response,DCL,5,5.21,2025-03-29T11:00:00,2025-03-29T15:00:00,,
CONRAD ENERGY (TRADING) LIMITED,MDSM-1,Response,DCH,5,0.98,2025-03-28T23:00:00,2025-03-29T03:00:00,,
CONRAD ENERGY (TRADING) LIMITED,MDSM-1,Response,DCH,5,3.11,2025-03-29T19:00:00,2025-03-29T23:00:00,,
CONRAD ENERGY (TRADING) LIMITED,MDSM-1,Response,DCL,5,5.67,2025-03-29T07:00:00,2025-03-29T11:00:00,,
CONRAD ENERGY (TRADING) LIMITED,MDSM-1,Response,DCL,5,5.56,2025-03-30T02:00:00,2025-03-30T06:00:00,,
CONRAD ENERGY (TRADING) LIMITED,MDSM-1,Response,DCL,5,4.42,2025-03-30T10:00:00,2025-03-30T14:00:00,,
CONRAD ENERGY (TRADING) LIMITED,MDSM-1,Response,DCL,5,8.69,2025-03-30T14:00:00,2025-03-30T18:00:00,,
CONRAD ENERGY (TRADING) LIMITED,MDSM-1,Response,DCH,5,9.08,2025-03-30T06:00:00,2025-03-30T10:00:00,,
CONRAD ENERGY (TRADING) LIMITED,MDSM-1,Response,DCH,5,8.04,2025-03-30T14:00:00,2025-03-30T18:00:00,,
CONRAD ENERGY (TRADING) LIMITED,MDSM-1,Response,DCH,5,1.57,2025-03-30T18:00:00,2025-03-30T22:00:00,,
CONRAD ENERGY (TRADING) LIMITED,MDSM-1,Response,DCL,5,6.02,2025-03-29T23:00:00,2025-03-30T02:00:00,,
CONRAD ENERGY (TRADING) LIMITED,MDSM-1,Response,DCH,5,5.6,2025-03-29T23:00:00,2025-03-30T02:00:00,,
CONRAD ENERGY (TRADING) LIMITED,MDSM-1,Response,DCH,5,6.32,2025-03-30T02:00:00,2025-03-30T06:00:00,,
CONRAD ENERGY (TRADING) LIMITED,MDSM-1,Response,DCH,5,5.9,2025-03-30T10:00:00,2025-03-30T14:00:00,,
CONRAD ENERGY (TRADING) LIMITED,MDSM-1,Response,DCL,5,4.1,2025-03-30T06:00:00,2025-03-30T10:00:00,,
CONRAD ENERGY (TRADING) LIMITED,MDSM-1,Response,DCL,5,10.33,2025-03-30T18:00:00,2025-03-30T22:00:00,,
CONRAD ENERGY (TRADING) LIMITED,MDSM-1,Response,DCH,5,3.71,2025-04-05T02:00:00,2025-04-05T06:00:00,,
CONRAD ENERGY (TRADING) LIMITED,MDSM-1,Response,DCH,5,1.33,2025-04-04T22:00:00,2025-04-05T02:00:00,,
CONRAD ENERGY (TRADING) LIMITED,MDSM-1,Response,DCL,5,1.11,2025-04-05T02:00:00,2025-04-05T06:00:00,,
CONRAD ENERGY (TRADING) LIMITED,MDSM-1,Response,DCL,5,3.61,2025-04-04T22:00:00,2025-04-05T02:00:00,,
CONRAD ENERGY (TRADING) LIMITED,MDSM-1,Response,DCH,5,2.65,2025-04-06T18:00:00,2025-04-06T22:00:00,,
CONRAD ENERGY (TRADING) LIMITED,MDSM-1,Response,DCL,5,3.16,2025-04-06T10:00:00,2025-04-06T14:00:00,,
CONRAD ENERGY (TRADING) LIMITED,MDSM-1,Response,DCH,5,4.97,2025-04-06T02:00:00,2025-04-06T06:00:00,,
CONRAD ENERGY (TRADING) LIMITED,MDSM-1,Response,DCL,5,4.9,2025-04-06T06:00:00,2025-04-06T10:00:00,,
CONRAD ENERGY (TRADING) LIMITED,MDSM-1,Response,DCH,5,6,2025-04-06T10:00:00,2025-04-06T14:00:00,,
CONRAD ENERGY (TRADING) LIMITED,MDSM-1,Response,DCH,5,2.98,2025-04-06T06:00:00,2025-04-06T10:00:00,,
CONRAD ENERGY (TRADING) LIMITED,MDSM-1,Response,DCL,5,3.08,2025-04-06T14:00:00,2025-04-06T18:00:00,,
CONRAD ENERGY (TRADING) LIMITED,MDSM-1,Response,DCH,5,5.8,2025-04-06T14:00:00,2025-04-06T18:00:00,,
CONRAD ENERGY (TRADING) LIMITED,MDSM-1,Response,DCL,5,2.95,2025-04-05T22:00:00,2025-04-06T02:00:00,,
CONRAD ENERGY (TRADING) LIMITED,MDSM-1,Response,DCH,5,3.5,2025-04-05T22:00:00,2025-04-06T02:00:00,,
CONRAD ENERGY (TRADING) LIMITED,MDSM-1,Response,DCL,5,1.98,2025-04-06T02:00:00,2025-04-06T06:00:00,,
CONRAD ENERGY (TRADING) LIMITED,MDSM-1,Response,DCL,5,4.89,2025-04-06T18:00:00,2025-04-06T22:00:00,,
CONRAD ENERGY (TRADING) LIMITED,MDSM-1,Response,DCL,5,7.41,2025-04-12T14:00:00,2025-04-12T18:00:00,,
CONRAD ENERGY (TRADING) LIMITED,MDSM-1,Response,DCH,5,1.13,2025-04-12T18:00:00,2025-04-12T22:00:00,,
CONRAD ENERGY (TRADING) LIMITED,MDSM-1,Response,DCH,5,1.12,2025-04-11T22:00:00,2025-04-12T02:00:00,,
CONRAD ENERGY (TRADING) LIMITED,MDSM-1,Response,DCL,5,1.49,2025-04-12T02:00:00,2025-04-12T06:00:00,,
CONRAD ENERGY (TRADING) LIMITED,MDSM-1,Response,DCL,5,3.91,2025-04-12T10:00:00,2025-04-12T14:00:00,,
CONRAD ENERGY (TRADING) LIMITED,MDSM-1,Response,DCH,5,1.52,2025-04-12T06:00:00,2025-04-12T10:00:00,,
CONRAD ENERGY (TRADING) LIMITED,MDSM-1,Response,DCH,5,5.69,2025-04-12T14:00:00,2025-04-12T18:00:00,,
CONRAD ENERGY (TRADING) LIMITED,MDSM-1,Response,DCL,5,4.67,2025-04-12T18:00:00,2025-04-12T22:00:00,,
CONRAD ENERGY (TRADING) LIMITED,MDSM-1,Response,DCH,5,2.45,2025-04-12T02:00:00,2025-04-12T06:00:00,,
CONRAD ENERGY (TRADING) LIMITED,MDSM-1,Response,DCL,5,2.76,2025-04-11T22:00:00,2025-04-12T02:00:00,,
CONRAD ENERGY (TRADING) LIMITED,MDSM-1,Response,DCL,5,3.2,2025-04-12T06:00:00,2025-04-12T10:00:00,,
CONRAD ENERGY (TRADING) LIMITED,MDSM-1,Response,DCH,5,5.95,2025-04-12T10:00:00,2025-04-12T14:00:00,,
CONRAD ENERGY (TRADING) LIMITED,MDSM-1,Response,DCH,5,4.2,2025-04-13T02:00:00,2025-04-13T06:00:00,,
CONRAD ENERGY (TRADING) LIMITED,MDSM-1,Response,DCL,5,2.62,2025-04-13T10:00:00,2025-04-13T14:00:00,,
CONRAD ENERGY (TRADING) LIMITED,MDSM-1,Response,DCH,5,1.49,2025-04-12T22:00:00,2025-04-13T02:00:00,,
CONRAD ENERGY (TRADING) LIMITED,MDSM-1,Response,DCL,5,6.69,2025-04-13T06:00:00,2025-04-13T10:00:00,,
CONRAD ENERGY (TRADING) LIMITED,MDSM-1,Response,DCL,5,2.11,2025-04-13T02:00:00,2025-04-13T06:00:00,,
CONRAD ENERGY (TRADING) LIMITED,MDSM-1,Response,DCL,5,2.94,2025-04-12T22:00:00,2025-04-13T02:00:00,,
CONRAD ENERGY (TRADING) LIMITED,MDSM-1,Response,DCH,5,2.45,2025-04-13T18:00:00,2025-04-13T22:00:00,,
CONRAD ENERGY (TRADING) LIMITED,MDSM-1,Response,DCH,5,1.95,2025-04-13T14:00:00,2025-04-13T18:00:00,,
CONRAD ENERGY (TRADING) LIMITED,MDSM-1,Response,DCH,5,2.13,2025-04-13T10:00:00,2025-04-13T14:00:00,,
CONRAD ENERGY (TRADING) LIMITED,MDSM-1,Response,DCL,5,4.89,2025-04-13T18:00:00,2025-04-13T22:00:00,,
CONRAD ENERGY (TRADING) LIMITED,MDSM-1,Response,DCH,5,1.33,2025-04-13T06:00:00,2025-04-13T10:00:00,,
CONRAD ENERGY (TRADING) LIMITED,MDSM-1,Response,DCL,5,8.69,2025-04-13T14:00:00,2025-04-13T18:00:00,,
CONRAD ENERGY (TRADING) LIMITED,MDSM-1,Response,DCH,5,3.24,2025-04-19T06:00:00,2025-04-19T10:00:00,,
CONRAD ENERGY (TRADING) LIMITED,MDSM-1,Response,DCL,5,4.36,2025-04-19T10:00:00,2025-04-19T14:00:00,,
CONRAD ENERGY (TRADING) LIMITED,MDSM-1,Response,DCL,5,4.08,2025-04-18T22:00:00,2025-04-19T02:00:00,,
CONRAD ENERGY (TRADING) LIMITED,MDSM-1,Response,DCH,5,3.25,2025-04-19T10:00:00,2025-04-19T14:00:00,,
CONRAD ENERGY (TRADING) LIMITED,MDSM-1,Response,DCH,5,2.32,2025-04-18T22:00:00,2025-04-19T02:00:00,,
CONRAD ENERGY (TRADING) LIMITED,MDSM-1,Response,DCL,5,4.69,2025-04-19T14:00:00,2025-04-19T18:00:00,,
CONRAD ENERGY (TRADING) LIMITED,MDSM-1,Response,DCL,5,2.94,2025-04-19T02:00:00,2025-04-19T06:00:00,,
CONRAD ENERGY (TRADING) LIMITED,MDSM-1,Response,DCH,5,5.86,2025-04-19T14:00:00,2025-04-19T18:00:00,,
CONRAD ENERGY (TRADING) LIMITED,MDSM-1,Response,DCH,5,2.98,2025-04-19T02:00:00,2025-04-19T06:00:00,,
CONRAD ENERGY (TRADING) LIMITED,MDSM-1,Response,DCL,5,4.89,2025-04-19T18:00:00,2025-04-19T22:00:00,,
CONRAD ENERGY (TRADING) LIMITED,MDSM-1,Response,DCL,5,3,2025-04-19T06:00:00,2025-04-19T10:00:00,,
CONRAD ENERGY (TRADING) LIMITED,MDSM-1,Response,DCH,5,2,2025-04-19T18:00:00,2025-04-19T22:00:00,,
CONRAD ENERGY (TRADING) LIMITED,MDSM-1,Response,DCH,5,2.97,2025-04-20T10:00:00,2025-04-20T14:00:00,,
CONRAD ENERGY (TRADING) LIMITED,MDSM-1,Response,DCL,5,4.32,2025-04-20T14:00:00,2025-04-20T18:00:00,,
CONRAD ENERGY (TRADING) LIMITED,MDSM-1,Response,DCH,5,3.03,2025-04-19T22:00:00,2025-04-20T02:00:00,,
CONRAD ENERGY (TRADING) LIMITED,MDSM-1,Response,DCL,5,4.37,2025-04-20T02:00:00,2025-04-20T06:00:00,,
CONRAD ENERGY (TRADING) LIMITED,MDSM-1,Response,DCH,5,2.46,2025-04-20T14:00:00,2025-04-20T18:00:00,,
CONRAD ENERGY (TRADING) LIMITED,MDSM-1,Response,DCH,5,3.73,2025-04-20T02:00:00,2025-04-20T06:00:00,,
CONRAD ENERGY (TRADING) LIMITED,MDSM-1,Response,DCL,5,3.3,2025-04-20T18:00:00,2025-04-20T22:00:00,,
CONRAD ENERGY (TRADING) LIMITED,MDSM-1,Response,DCL,5,4.25,2025-04-20T06:00:00,2025-04-20T10:00:00,,
CONRAD ENERGY (TRADING) LIMITED,MDSM-1,Response,DCH,5,0.8,2025-04-20T18:00:00,2025-04-20T22:00:00,,
CONRAD ENERGY (TRADING) LIMITED,MDSM-1,Response,DCH,5,2.05,2025-04-20T06:00:00,2025-04-20T10:00:00,,
CONRAD ENERGY (TRADING) LIMITED,MDSM-1,Response,DCL,5,4.02,2025-04-20T10:00:00,2025-04-20T14:00:00,,
CONRAD ENERGY (TRADING) LIMITED,MDSM-1,Response,DCL,5,1.71,2025-04-19T22:00:00,2025-04-20T02:00:00,,
CONRAD ENERGY (TRADING) LIMITED,MDSM-1,Response,DCH,5,1.59,2025-05-24T06:00:00,2025-05-24T10:00:00,,
CONRAD ENERGY (TRADING) LIMITED,MDSM-1,Response,DCL,5,2.47,2025-05-24T10:00:00,2025-05-24T14:00:00,,
CONRAD ENERGY (TRADING) LIMITED,MDSM-1,Response,DCL,5,2.29,2025-05-23T22:00:00,2025-05-24T02:00:00,,
CONRAD ENERGY (TRADING) LIMITED,MDSM-1,Response,DCH,5,2.83,2025-05-24T10:00:00,2025-05-24T14:00:00,,
CONRAD ENERGY (TRADING) LIMITED,MDSM-1,Response,DCL,5,4.93,2025-05-24T14:00:00,2025-05-24T18:00:00,,
CONRAD ENERGY (TRADING) LIMITED,MDSM-1,Response,DCH,5,1.01,2025-05-23T22:00:00,2025-05-24T02:00:00,,
CONRAD ENERGY (TRADING) LIMITED,MDSM-1,Response,DCL,5,1.88,2025-05-24T02:00:00,2025-05-24T06:00:00,,
CONRAD ENERGY (TRADING) LIMITED,MDSM-1,Response,DCH,5,3.43,2025-05-24T14:00:00,2025-05-24T18:00:00,,
CONRAD ENERGY (TRADING) LIMITED,MDSM-1,Response,DCH,5,1.44,2025-05-24T02:00:00,2025-05-24T06:00:00,,
CONRAD ENERGY (TRADING) LIMITED,MDSM-1,Response,DCL,5,7.62,2025-05-24T18:00:00,2025-05-24T22:00:00,,
CONRAD ENERGY (TRADING) LIMITED,MDSM-1,Response,DCL,5,4.1,2025-05-24T06:00:00,2025-05-24T10:00:00,,
CONRAD ENERGY (TRADING) LIMITED,MDSM-1,Response,DCH,5,0.8,2025-05-24T18:00:00,2025-05-24T22:00:00,,
CONRAD ENERGY (TRADING) LIMITED,MDSM-1,Response,DCL,5,3.31,2025-05-25T14:00:00,2025-05-25T18:00:00,,
CONRAD ENERGY (TRADING) LIMITED,MDSM-1,Response,DCH,5,3.53,2025-05-24T22:00:00,2025-05-25T02:00:00,,
CONRAD ENERGY (TRADING) LIMITED,MDSM-1,Response,DCL,5,2.25,2025-05-25T02:00:00,2025-05-25T06:00:00,,
CONRAD ENERGY (TRADING) LIMITED,MDSM-1,Response,DCH,5,7.79,2025-05-25T14:00:00,2025-05-25T18:00:00,,
CONRAD ENERGY (TRADING) LIMITED,MDSM-1,Response,DCL,5,10.2,2025-05-25T18:00:00,2025-05-25T22:00:00,,
CONRAD ENERGY (TRADING) LIMITED,MDSM-1,Response,DCH,5,5.43,2025-05-25T02:00:00,2025-05-25T06:00:00,,
CONRAD ENERGY (TRADING) LIMITED,MDSM-1,Response,DCL,5,5.2,2025-05-25T06:00:00,2025-05-25T10:00:00,,
CONRAD ENERGY (TRADING) LIMITED,MDSM-1,Response,DCH,5,0.7,2025-05-25T18:00:00,2025-05-25T22:00:00,,
CONRAD ENERGY (TRADING) LIMITED,MDSM-1,Response,DCH,5,4.24,2025-05-25T06:00:00,2025-05-25T10:00:00,,
CONRAD ENERGY (TRADING) LIMITED,MDSM-1,Response,DCL,5,4.03,2025-05-25T10:00:00,2025-05-25T14:00:00,,
CONRAD ENERGY (TRADING) LIMITED,MDSM-1,Response,DCL,5,5.69,2025-05-24T22:00:00,2025-05-25T02:00:00,,
CONRAD ENERGY (TRADING) LIMITED,MDSM-1,Response,DCH,5,7.46,2025-05-25T10:00:00,2025-05-25T14:00:00,,
CONRAD ENERGY (TRADING) LIMITED,MDSM-1,Response,DCL,5,3.35,2025-05-29T10:00:00,2025-05-29T14:00:00,,
CONRAD ENERGY (TRADING) LIMITED,MDSM-1,Response,DCH,5,5.69,2025-05-29T10:00:00,2025-05-29T14:00:00,,
CONRAD ENERGY (TRADING) LIMITED,MDSM-1,Response,DCL,5,3.13,2025-05-28T22:00:00,2025-05-29T02:00:00,,
CONRAD ENERGY (TRADING) LIMITED,MDSM-1,Response,DCH,5,1.02,2025-05-28T22:00:00,2025-05-29T02:00:00,,
CONRAD ENERGY (TRADING) LIMITED,MDSM-1,Response,DCL,5,8,2025-05-29T18:00:00,2025-05-29T22:00:00,,
CONRAD ENERGY (TRADING) LIMITED,MDSM-1,Response,DCH,5,0.86,2025-05-29T18:00:00,2025-05-29T22:00:00,,
CONRAD ENERGY (TRADING) LIMITED,MDSM-1,Response,DCL,5,5.84,2025-05-29T06:00:00,2025-05-29T10:00:00,,
CONRAD ENERGY (TRADING) LIMITED,MDSM-1,Response,DCH,5,1.02,2025-05-29T06:00:00,2025-05-29T10:00:00,,
CONRAD ENERGY (TRADING) LIMITED,MDSM-1,Response,DCL,5,4.69,2025-05-29T14:00:00,2025-05-29T18:00:00,,
CONRAD ENERGY (TRADING) LIMITED,MDSM-1,Response,DCL,5,3.59,2025-05-29T02:00:00,2025-05-29T06:00:00,,
CONRAD ENERGY (TRADING) LIMITED,MDSM-1,Response,DCH,5,5.86,2025-05-29T14:00:00,2025-05-29T18:00:00,,
CONRAD ENERGY (TRADING) LIMITED,MDSM-1,Response,DCH,5,1.57,2025-05-29T02:00:00,2025-05-29T06:00:00,,
CONRAD ENERGY (TRADING) LIMITED,MDSM-1,Response,DCL,5,5.86,2025-05-31T06:00:00,2025-05-31T10:00:00,,
CONRAD ENERGY (TRADING) LIMITED,MDSM-1,Response,DCL,5,8.69,2025-05-31T18:00:00,2025-05-31T22:00:00,,
CONRAD ENERGY (TRADING) LIMITED,MDSM-1,Response,DCH,5,0.96,2025-05-31T18:00:00,2025-05-31T22:00:00,,
CONRAD ENERGY (TRADING) LIMITED,MDSM-1,Response,DCH,5,2.44,2025-05-31T06:00:00,2025-05-31T10:00:00,,
CONRAD ENERGY (TRADING) LIMITED,MDSM-1,Response,DCL,5,2.04,2025-05-31T14:00:00,2025-05-31T18:00:00,,
CONRAD ENERGY (TRADING) LIMITED,MDSM-1,Response,DCH,5,6.6,2025-05-31T14:00:00,2025-05-31T18:00:00,,
CONRAD ENERGY (TRADING) LIMITED,MDSM-1,Response,DCL,5,2.85,2025-05-31T02:00:00,2025-05-31T06:00:00,,
CONRAD ENERGY (TRADING) LIMITED,MDSM-1,Response,DCH,5,0.67,2025-05-31T02:00:00,2025-05-31T06:00:00,,
CONRAD ENERGY (TRADING) LIMITED,MDSM-1,Response,DCL,5,2.4,2025-05-31T10:00:00,2025-05-31T14:00:00,,
CONRAD ENERGY (TRADING) LIMITED,MDSM-1,Response,DCH,5,5.68,2025-05-31T10:00:00,2025-05-31T14:00:00,,
CONRAD ENERGY (TRADING) LIMITED,MDSM-1,Response,DCL,5,2,2025-05-30T22:00:00,2025-05-31T02:00:00,,
CONRAD ENERGY (TRADING) LIMITED,MDSM-1,Response,DCH,5,1.04,2025-05-30T22:00:00,2025-05-31T02:00:00,,
CONRAD ENERGY (TRADING) LIMITED,MDSM-1,Response,DCL,5,7.62,2025-05-31T22:00:00,2025-06-01T02:00:00,,
CONRAD ENERGY (TRADING) LIMITED,MDSM-1,Response,DCL,5,1.75,2025-06-01T14:00:00,2025-06-01T18:00:00,,
CONRAD ENERGY (TRADING) LIMITED,MDSM-1,Response,DCH,5,6.1,2025-06-01T14:00:00,2025-06-01T18:00:00,,
CONRAD ENERGY (TRADING) LIMITED,MDSM-1,Response,DCL,5,7.66,2025-06-01T18:00:00,2025-06-01T22:00:00,,
CONRAD ENERGY (TRADING) LIMITED,MDSM-1,Response,DCH,5,1.5,2025-05-31T22:00:00,2025-06-01T02:00:00,,
CONRAD ENERGY (TRADING) LIMITED,MDSM-1,Response,DCL,5,3.67,2025-06-01T02:00:00,2025-06-01T06:00:00,,
CONRAD ENERGY (TRADING) LIMITED,MDSM-1,Response,DCH,5,1.89,2025-06-01T02:00:00,2025-06-01T06:00:00,,
CONRAD ENERGY (TRADING) LIMITED,MDSM-1,Response,DCH,5,0.5,2025-06-01T18:00:00,2025-06-01T22:00:00,,
CONRAD ENERGY (TRADING) LIMITED,MDSM-1,Response,DCL,5,1.49,2025-06-01T10:00:00,2025-06-01T14:00:00,,
CONRAD ENERGY (TRADING) LIMITED,MDSM-1,Response,DCL,5,4.42,2025-06-01T06:00:00,2025-06-01T10:00:00,,
CONRAD ENERGY (TRADING) LIMITED,MDSM-1,Response,DCH,5,5.77,2025-06-01T10:00:00,2025-06-01T14:00:00,,
CONRAD ENERGY (TRADING) LIMITED,MDSM-1,Response,DCH,5,2.72,2025-06-01T06:00:00,2025-06-01T10:00:00,,
CONRAD ENERGY (TRADING) LIMITED,MDSM-1,Response,DCH,5,0.5,2025-06-07T18:00:00,2025-06-07T22:00:00,,
CONRAD ENERGY (TRADING) LIMITED,MDSM-1,Response,DCL,5,1.35,2025-06-07T02:00:00,2025-06-07T06:00:00,,
CONRAD ENERGY (TRADING) LIMITED,MDSM-1,Response,DCH,5,0.8,2025-06-06T22:00:00,2025-06-07T02:00:00,,
CONRAD ENERGY (TRADING) LIMITED,MDSM-1,Response,DCH,5,0.81,2025-06-07T06:00:00,2025-06-07T10:00:00,,
CONRAD ENERGY (TRADING) LIMITED,MDSM-1,Response,DCL,5,2,2025-06-07T10:00:00,2025-06-07T14:00:00,,
CONRAD ENERGY (TRADING) LIMITED,MDSM-1,Response,DCL,5,4.89,2025-06-07T18:00:00,2025-06-07T22:00:00,,
CONRAD ENERGY (TRADING) LIMITED,MDSM-1,Response,DCH,5,4.69,2025-06-07T14:00:00,2025-06-07T18:00:00,,
CONRAD ENERGY (TRADING) LIMITED,MDSM-1,Response,DCL,5,1.7,2025-06-06T22:00:00,2025-06-07T02:00:00,,
CONRAD ENERGY (TRADING) LIMITED,MDSM-1,Response,DCL,5,4.87,2025-06-07T06:00:00,2025-06-07T10:00:00,,
CONRAD ENERGY (TRADING) LIMITED,MDSM-1,Response,DCH,5,2.32,2025-06-07T02:00:00,2025-06-07T06:00:00,,
CONRAD ENERGY (TRADING) LIMITED,MDSM-1,Response,DCH,5,2,2025-06-07T10:00:00,2025-06-07T14:00:00,,
CONRAD ENERGY (TRADING) LIMITED,MDSM-1,Response,DCL,5,2.7,2025-06-07T14:00:00,2025-06-07T18:00:00,,